,ProbeID,GeneName,Approved symbol,GeneSymbol,Description,RefSeq,EntrezID
25683,A_23_P167997,"histone cluster 1, H2bg",H2BC8,HIST1H2BG,"Homo sapiens histone cluster 1, H2bg (HIST1H2BG), mRNA [NM_003518]",NM_003518,8339.0
25729,A_23_P134714,heat-responsive protein 12,RIDA,HRSP12,"Homo sapiens heat-responsive protein 12 (HRSP12), mRNA [NM_005836]",NM_005836,10247.0
25737,A_23_P313223,chromosome 11 open reading frame 84,SPINDOC,C11orf84,"Homo sapiens chromosome 11 open reading frame 84 (C11orf84), mRNA [NM_138471]",NM_138471,144097.0
25749,A_33_P3239579,uncharacterized LOC100131060,LINC01135,LOC100131060,"Homo sapiens uncharacterized LOC100131060 (LOC100131060), long non-coding RNA [NR_034014]",NR_034014,
25758,A_23_P306346,chromosome 9 open reading frame 41,CARNMT1,C9orf41,"Homo sapiens chromosome 9 open reading frame 41 (C9orf41), mRNA [NM_152420]",NM_152420,138199.0
26020,A_32_P160045,Tctex1 domain containing 1,DYNLT5,TCTEX1D1,"Homo sapiens Tctex1 domain containing 1 (TCTEX1D1), mRNA [NM_152665]",NM_152665,200132.0
26038,A_33_P3311373,4933406M09Rik pseudogene,MGAT4FP,LOC401980,"Homo sapiens 4933406M09Rik pseudogene (LOC401980), non-coding RNA [NR_036557]",NR_036557,
26044,A_23_P368909,long intergenic non-protein coding RNA 346,PRECSIT,LINC00346,"Homo sapiens long intergenic non-protein coding RNA 346 (LINC00346), long non-coding RNA [NR_027701]",NR_027701,283487.0
26050,A_33_P3388536,uncharacterized LOC728752,ZNF566-AS1,LOC728752,"Homo sapiens uncharacterized LOC728752 (LOC728752), long non-coding RNA [NR_036504]",NR_036504,728752.0
26100,A_33_P3285911,KIAA1919,MFSD4B,KIAA1919,"Homo sapiens KIAA1919 (KIAA1919), mRNA [NM_153369]",NM_153369,91749.0
26112,A_33_P3395859,uncharacterized LOC147646,C19orf84,LOC147646,"Homo sapiens uncharacterized LOC147646 (LOC147646), mRNA [NM_001193623]",NM_001193623,
26122,A_23_P344988,intestinal cell (MAK-like) kinase,CILK1,ICK,"Homo sapiens intestinal cell (MAK-like) kinase (ICK), transcript variant 2, mRNA [NM_016513]",NM_016513,22858.0
26160,A_33_P3804022,uncharacterized LOC253573,LINC02052,LOC253573,"Homo sapiens uncharacterized LOC253573 (LOC253573), long non-coding RNA [NR_033844]",NR_033844,253573.0
26162,A_33_P3300395,"apoptosis-inducing, TAF9-like domain 1",CENPS,APITD1,"Homo sapiens apoptosis-inducing, TAF9-like domain 1 (APITD1), transcript variant A, mRNA [NM_199294]",NM_199294,378708.0
26203,A_23_P377860,chromosome 21 open reading frame 128,UMODL1-AS1,C21orf128,"Homo sapiens chromosome 21 open reading frame 128 (C21orf128), long non-coding RNA [NR_027243]",NR_027243,150147.0
26204,A_23_P75622,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G",ATP5MG,ATP5L,"Homo sapiens ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G (ATP5L), transcript variant 1, mRNA [NM_006476]",NM_006476,10632.0
26205,A_33_P3314176,"family with sequence similarity 46, member C",TENT5C,FAM46C,"Homo sapiens family with sequence similarity 46, member C (FAM46C), mRNA [NM_017709]",NM_017709,54855.0
26208,A_33_P3339070,long intergenic non-protein coding RNA 704,MANCR,LINC00704,"Homo sapiens long intergenic non-protein coding RNA 704 (LINC00704), long non-coding RNA [NR_024475]",NR_024475,100216001.0
26209,A_23_P131526,chromosome 2 open reading frame 47,MAIP1,C2orf47,"Homo sapiens chromosome 2 open reading frame 47 (C2orf47), mRNA [NM_024520]",NM_024520,79568.0
26230,A_33_P3373313,uncharacterized LOC284688,LINC01142,LOC284688,"Homo sapiens uncharacterized LOC284688 (LOC284688), long non-coding RNA [NR_026957]",NR_026957,
26238,A_33_P3259112,uncharacterized LOC400046,LINC02389,FLJ41278,"Homo sapiens uncharacterized LOC400046 (FLJ41278), long non-coding RNA [NR_033988]",NR_033988,400046.0
26249,A_33_P3290235,uncharacterized LOC149950,NOL4L-DT,LOC149950,"Homo sapiens uncharacterized LOC149950 (LOC149950), long non-coding RNA [NR_034152]",NR_034152,149950.0
26289,A_33_P3246175,chromosome 10 open reading frame 129,ACSM6,C10orf129,"Homo sapiens chromosome 10 open reading frame 129 (C10orf129), mRNA [NM_207321]",NM_207321,142827.0
32144,A_33_P3400258,chromosome 10 open reading frame 129,ACSM6,C10orf129,"Homo sapiens chromosome 10 open reading frame 129 (C10orf129), mRNA [NM_207321]",NM_207321,142827.0
26309,A_24_P49371,chromosome 4 open reading frame 27,HPF1,C4orf27,"Homo sapiens chromosome 4 open reading frame 27 (C4orf27), mRNA [NM_017867]",NM_017867,54969.0
26311,A_24_P303647,chromosome 7 open reading frame 60,BMT2,C7orf60,"Homo sapiens chromosome 7 open reading frame 60 (C7orf60), mRNA [NM_152556]",NM_152556,154743.0
29944,A_33_P3413855,chromosome 7 open reading frame 60,BMT2,C7orf60,"Homo sapiens chromosome 7 open reading frame 60 (C7orf60), mRNA [NM_152556]",NM_152556,154743.0
26313,A_33_P3410859,calcineurin-like EF hand protein 1 pseudogene,CHP1P2,LOC729603,"Homo sapiens calcineurin-like EF hand protein 1 pseudogene (LOC729603), non-coding RNA [NR_003288]",NR_003288,729603.0
26353,A_23_P333029,chromosome 8 open reading frame 47,ERICH5,C8orf47,"Homo sapiens chromosome 8 open reading frame 47 (C8orf47), transcript variant 1, mRNA [NM_173549]",NM_173549,
26360,A_23_P252556,brain-specific angiogenesis inhibitor 3,ADGRB3,BAI3,"Homo sapiens brain-specific angiogenesis inhibitor 3 (BAI3), mRNA [NM_001704]",NM_001704,577.0
26437,A_23_P24077,chromosome 10 open reading frame 54,VSIR,C10orf54,"Homo sapiens chromosome 10 open reading frame 54 (C10orf54), mRNA [NM_022153]",NM_022153,64115.0
26445,A_24_P555170,uncharacterized LOC100505679,UBE2Q2L,LOC100505679,"Homo sapiens uncharacterized LOC100505679 (LOC100505679), mRNA [NM_001243531]",NM_001243531,
26456,A_33_P3351894,uncharacterized LOC284889,MIF-AS1,LOC284889,"Homo sapiens uncharacterized LOC284889 (LOC284889), long non-coding RNA [NR_038911]",NR_038911,284889.0
26475,A_23_P213166,chromosome 4 open reading frame 21,ZGRF1,C4orf21,"Homo sapiens chromosome 4 open reading frame 21 (C4orf21), mRNA [NM_018392]",NM_018392,
26478,A_33_P3677050,uncharacterized LOC400957,LINC01185,FLJ16341,"Homo sapiens uncharacterized LOC400957 (FLJ16341), long non-coding RNA [NR_033980]",NR_033980,
26564,A_24_P166407,"histone cluster 1, H4b",H4C2,HIST1H4B,"Homo sapiens histone cluster 1, H4b (HIST1H4B), mRNA [NM_003544]",NM_003544,8366.0
26616,A_33_P3220872,dihydrofolate reductase pseudogene,DHFRP3,LOC1720,"Homo sapiens dihydrofolate reductase pseudogene (LOC1720), non-coding RNA [NR_033423]",NR_033423,1720.0
26628,A_32_P56397,long intergenic non-protein coding RNA 202-2,FAM238B,LINC00202-2,"Homo sapiens long intergenic non-protein coding RNA 202-2 (LINC00202-2), long non-coding RNA [NR_026794]",NR_026794,731789.0
30211,A_33_P3419360,long intergenic non-protein coding RNA 202-2,FAM238B,LINC00202-2,"Homo sapiens long intergenic non-protein coding RNA 202-2 (LINC00202-2), long non-coding RNA [NR_026794]",NR_026794,731789.0
26631,A_24_P760960,"Skint-like, pseudogene",SKINT1L,SKINTL,"Homo sapiens Skint-like, pseudogene (SKINTL), non-coding RNA [NR_026749]",NR_026749,391037.0
26643,A_33_P3349521,transmembrane protein 66,SARAF,TMEM66,"Homo sapiens transmembrane protein 66 (TMEM66), transcript variant 1, mRNA [NM_016127]",NM_016127,51669.0
26669,A_24_P3783,"histone cluster 1, H2bm",H2BC14,HIST1H2BM,"Homo sapiens histone cluster 1, H2bm (HIST1H2BM), mRNA [NM_003521]",NM_003521,8342.0
26693,A_23_P59045,"histone cluster 1, H2ae",H2AC8,HIST1H2AE,"Homo sapiens histone cluster 1, H2ae (HIST1H2AE), mRNA [NM_021052]",NM_021052,3012.0
26705,A_33_P3296697,,PHF2P1,XLOC_014512,"BROAD Institute lincRNA (XLOC_014512), lincRNA [TCONS_l2_00007482]",NR_002801,
26720,A_23_P67569,lipid phosphate phosphatase-related protein type 3,PLPPR3,LPPR3,"Homo sapiens lipid phosphate phosphatase-related protein type 3 (LPPR3), transcript variant 1, mRNA [NM_024888]",NM_024888,79948.0
26734,A_23_P256965,chromosome 8 open reading frame 12,FAM167A-AS1,C8orf12,"Homo sapiens chromosome 8 open reading frame 12 (C8orf12), long non-coding RNA [NR_026814]",NR_026814,83656.0
26766,A_24_P223604,KIAA1429,VIRMA,KIAA1429,"Homo sapiens KIAA1429 (KIAA1429), transcript variant 1, mRNA [NM_015496]",NM_015496,25962.0
26793,A_23_P3514,chromosome 16 open reading frame 80,CFAP20,C16orf80,"Homo sapiens chromosome 16 open reading frame 80 (C16orf80), mRNA [NM_013242]",NM_013242,29105.0
26795,A_24_P315500,uncharacterized LOC100130557,NFYC-AS1,LOC100130557,"Homo sapiens uncharacterized LOC100130557 (LOC100130557), long non-coding RNA [NR_024567]",NR_024567,
30664,A_33_P3404671,uncharacterized LOC100130557,NFYC-AS1,LOC100130557,"Homo sapiens uncharacterized LOC100130557 (LOC100130557), long non-coding RNA [NR_024567]",NR_024567,
26798,A_23_P23006,nardilysin (N-arginine dibasic convertase),NRDC,NRD1,"Homo sapiens nardilysin (N-arginine dibasic convertase) (NRD1), transcript variant 1, mRNA [NM_002525]",NM_002525,4898.0
26846,A_23_P81859,"histone cluster 1, H2ah",H2AC12,HIST1H2AH,"Homo sapiens histone cluster 1, H2ah (HIST1H2AH), mRNA [NM_080596]",NM_080596,85235.0
26849,A_23_P92261,endothelin converting enzyme 2,EEF1AKMT4,ECE2,"Homo sapiens endothelin converting enzyme 2 (ECE2), transcript variant 3, mRNA [NM_032331]",NM_032331,9718.0
26856,A_32_P470868,"family with sequence similarity 194, member B",ERICH6B,FAM194B,"Homo sapiens family with sequence similarity 194, member B (FAM194B), mRNA [NM_182542]",NM_182542,
26895,A_23_P83751,chromosome 11 open reading frame 63,JHY,C11orf63,"Homo sapiens chromosome 11 open reading frame 63 (C11orf63), transcript variant 1, mRNA [NM_024806]",NM_024806,79864.0
26916,A_32_P38283,t-complex-associated-testis-expressed 3,DYNLT2,TCTE3,"Homo sapiens t-complex-associated-testis-expressed 3 (TCTE3), mRNA [NM_174910]",NM_174910,6991.0
26922,A_33_P3229943,uncharacterized LOC645949,LINC01822,LOC645949,"Homo sapiens uncharacterized LOC645949 (LOC645949), long non-coding RNA [NR_038837]",NR_038837,645949.0
26930,A_23_P397120,chromosome 19 open reading frame 77,SMIM24,C19orf77,"Homo sapiens chromosome 19 open reading frame 77 (C19orf77), mRNA [NM_001136503]",NM_001136503,
26941,A_23_P22350,GRAM domain containing 3,GRAMD2B,GRAMD3,"Homo sapiens GRAM domain containing 3 (GRAMD3), transcript variant 2, mRNA [NM_023927]",NM_023927,65983.0
26960,A_33_P3391501,uncharacterized LOC286094,LINC01591,LOC286094,"Homo sapiens uncharacterized LOC286094 (LOC286094), long non-coding RNA [NR_026706]",NR_026706,286094.0
27135,A_33_P3279371,,LINC00160,XLOC_013927,"BROAD Institute lincRNA (XLOC_013927), lincRNA [TCONS_00028746]",NR_024351,
27202,A_33_P3696837,MLK7 antisense RNA 1,MAP3K20-AS1,MLK7-AS1,"Homo sapiens MLK7 antisense RNA 1 (MLK7-AS1), long non-coding RNA [NR_033882]",NR_033882,339751.0
27218,A_24_P217834,"histone cluster 1, H3d",H3C4,HIST1H3D,"Homo sapiens histone cluster 1, H3d (HIST1H3D), mRNA [NM_003530]",NM_003530,8351.0
27233,A_33_P3679221,uncharacterized LOC152578,LINC01618,LOC152578,"Homo sapiens uncharacterized LOC152578 (LOC152578), long non-coding RNA [NR_040106]",NR_040106,152578.0
27252,A_23_P319270,5-azacytidine induced 1,CEP131,AZI1,"Homo sapiens 5-azacytidine induced 1 (AZI1), transcript variant 1, mRNA [NM_014984]",NM_014984,
27257,A_33_P3272508,mitochondrial ribosomal protein 63,MRPL57,MRP63,"Homo sapiens mitochondrial ribosomal protein 63 (MRP63), mRNA [NM_024026]",NM_024026,
27314,A_23_P368484,"family with sequence similarity 211, member A",LRRC75A,FAM211A,"Homo sapiens family with sequence similarity 211, member A (FAM211A), transcript variant 2, mRNA [NM_207387]",NM_207387,
27403,A_23_P72668,serum deprivation response,CAVIN2,SDPR,"Homo sapiens serum deprivation response (SDPR), mRNA [NM_004657]",NM_004657,8436.0
27471,A_33_P3598725,uncharacterized LOC283914,LINC01566,LOC283914,"Homo sapiens uncharacterized LOC283914 (LOC283914), transcript variant 1, long non-coding RNA [NR_027079]",NR_027079,283914.0
27518,A_33_P3229083,"histone cluster 1, H2bk",H2BC12,HIST1H2BK,"Homo sapiens histone cluster 1, H2bk (HIST1H2BK), mRNA [NM_080593]",NM_080593,85236.0
29004,A_23_P145238,"histone cluster 1, H2bk",H2BC12,HIST1H2BK,"Homo sapiens histone cluster 1, H2bk (HIST1H2BK), mRNA [NM_080593]",NM_080593,85236.0
27529,A_33_P3388486,uncharacterized LOC100129518,SOD2-OT1,LOC100129518,"Homo sapiens uncharacterized LOC100129518 (LOC100129518), long non-coding RNA [NR_037166]",NR_037166,100129518.0
27532,A_23_P95231,cancer susceptibility candidate 1,CFAP94,CASC1,"Homo sapiens cancer susceptibility candidate 1 (CASC1), transcript variant 1, mRNA [NM_018272]",NM_018272,55259.0
27542,A_23_P48771,chromosome 14 open reading frame 159,DGLUCY,C14orf159,"Homo sapiens chromosome 14 open reading frame 159 (C14orf159), transcript variant 3, mRNA [NM_024952]",NM_024952,80017.0
27569,A_33_P3296592,chromosome 11 open reading frame 30,EMSY,C11orf30,"Homo sapiens chromosome 11 open reading frame 30 (C11orf30), mRNA [NM_020193]",NM_020193,56946.0
27571,A_33_P3244073,uncharacterized LOC100132146,FAM240A,LOC100132146,"Homo sapiens uncharacterized LOC100132146 (LOC100132146), mRNA [NM_001195442]",NM_001195442,100132146.0
27572,A_33_P3376661,deleted in malignant brain tumors 1 pseudogene,DMBT1L1,FLJ46361,"Homo sapiens deleted in malignant brain tumors 1 pseudogene (FLJ46361), non-coding RNA [NR_003570]",NR_003570,
27621,A_23_P48610,transmembrane protein 55B,PIP4P1,TMEM55B,"Homo sapiens transmembrane protein 55B (TMEM55B), transcript variant 2, mRNA [NM_144568]",NM_144568,90809.0
27651,A_23_P377212,myeloma overexpressed 2,COPS9,MYEOV2,"Homo sapiens myeloma overexpressed 2 (MYEOV2), transcript variant 1, mRNA [NM_138336]",NM_138336,150678.0
27670,A_33_P3601163,ILF3 antisense RNA 1 (head to head),ILF3-DT,ILF3-AS1,"Homo sapiens ILF3 antisense RNA 1 (head to head) (ILF3-AS1), long non-coding RNA [NR_024333]",NR_024333,147727.0
27672,A_24_P238499,chromosome 18 open reading frame 56,TYMSOS,C18orf56,"Homo sapiens chromosome 18 open reading frame 56 (C18orf56), mRNA [NM_001012716]",NM_001012716,494514.0
27674,A_23_P66948,"GRB2 associated, regulator of MAPK1",GAREM1,GAREM,"Homo sapiens GRB2 associated, regulator of MAPK1 (GAREM), transcript variant 2, mRNA [NM_022751]",NM_022751,64762.0
27692,A_24_P932339,uncharacterized LOC728716,LINC01346,LOC728716,"Homo sapiens uncharacterized LOC728716 (LOC728716), long non-coding RNA [NR_040065]",NR_040065,728716.0
27694,A_24_P85181,"zinc finger, FYVE domain containing 20",RBSN,ZFYVE20,"Homo sapiens zinc finger, FYVE domain containing 20 (ZFYVE20), mRNA [NM_022340]",NM_022340,64145.0
27747,A_33_P3249529,pecanex homolog (Drosophila),PCNX1,PCNX,"Homo sapiens pecanex homolog (Drosophila) (PCNX), mRNA [NM_014982]",NM_014982,22990.0
27755,A_33_P3236392,poliovirus receptor-related 4,NECTIN4,PVRL4,"Homo sapiens poliovirus receptor-related 4 (PVRL4), mRNA [NM_030916]",NM_030916,81607.0
27758,A_23_P418274,Williams-Beuren syndrome chromosome region 28,TMEM270,WBSCR28,"Homo sapiens Williams-Beuren syndrome chromosome region 28 (WBSCR28), mRNA [NM_182504]",NM_182504,135886.0
27800,A_24_P85881,G protein-coupled receptor 113,ADGRF3,GPR113,"Homo sapiens G protein-coupled receptor 113 (GPR113), transcript variant 3, mRNA [NM_153835]",NM_153835,165082.0
27806,A_24_P106839,Wolf-Hirschhorn syndrome candidate 1-like 1,NSD3,WHSC1L1,"Homo sapiens Wolf-Hirschhorn syndrome candidate 1-like 1 (WHSC1L1), transcript variant long, mRNA [NM_023034]",NM_023034,54904.0
27852,A_33_P3251492,uncharacterized LOC100133669,LY6E-DT,LOC100133669,"Homo sapiens uncharacterized LOC100133669 (LOC100133669), long non-coding RNA [NR_026913]",NR_026913,100133669.0
27894,A_24_P810290,phosphatidic acid phosphatase type 2 domain containing 1A,PLPP4,PPAPDC1A,"Homo sapiens phosphatidic acid phosphatase type 2 domain containing 1A (PPAPDC1A), mRNA [NM_001030059]",NM_001030059,196051.0
27928,A_33_P3564487,uncharacterized LOC285878,VSTM2A-OT1,LOC285878,"Homo sapiens uncharacterized LOC285878 (LOC285878), long non-coding RNA [NR_038994]",NR_038994,
27930,A_33_P3389332,uncharacterized LOC100128531,KIAA1671-AS1,LOC100128531,"Homo sapiens uncharacterized LOC100128531 (LOC100128531), long non-coding RNA [NR_038941]",NR_038941,100128531.0
27941,A_23_P32135,chromosome 9 open reading frame 9,SPACA9,C9orf9,"Homo sapiens chromosome 9 open reading frame 9 (C9orf9), mRNA [NM_018956]",NM_018956,11092.0
27942,A_33_P3393766,chromosome 17 open reading frame 96,EPOP,C17orf96,"Homo sapiens chromosome 17 open reading frame 96 (C17orf96), mRNA [NM_001130677]",NM_001130677,100170841.0
27972,A_23_P128351,EF-hand calcium binding domain 4B,CRACR2A,EFCAB4B,"Homo sapiens EF-hand calcium binding domain 4B (EFCAB4B), transcript variant 3, mRNA [NM_032680]",NM_032680,84766.0
27993,A_33_P3394243,chromosome 1 open reading frame 101,CATSPERE,C1orf101,"Homo sapiens chromosome 1 open reading frame 101 (C1orf101), transcript variant 2, mRNA [NM_173807]",NM_173807,257044.0
28020,A_33_P3335590,coiled-coil domain containing 64B,BICDL2,CCDC64B,"Homo sapiens coiled-coil domain containing 64B (CCDC64B), mRNA [NM_001103175]",NM_001103175,146439.0
28036,A_23_P153461,lipid phosphate phosphatase-related protein type 2,PLPPR2,LPPR2,"Homo sapiens lipid phosphate phosphatase-related protein type 2 (LPPR2), transcript variant 1, mRNA [NM_022737]",NM_022737,64748.0
28083,A_33_P3313899,uncharacterized LOC728228,LINC01433,LOC728228,"Homo sapiens uncharacterized LOC728228 (LOC728228), long non-coding RNA [NR_033917]",NR_033917,728228.0
28098,A_23_P167599,"family with sequence similarity 134, member B",RETREG1,FAM134B,"Homo sapiens family with sequence similarity 134, member B (FAM134B), transcript variant 1, mRNA [NM_001034850]",NM_001034850,54463.0
28110,A_23_P33984,transmembrane protein 27,CLTRN,TMEM27,"Homo sapiens transmembrane protein 27 (TMEM27), mRNA [NM_020665]",NM_020665,57393.0
28138,A_23_P408280,coiled-coil domain containing 79,TERB1,CCDC79,"Homo sapiens coiled-coil domain containing 79 (CCDC79), mRNA [NM_001136505]",NM_001136505,283847.0
28168,A_33_P3324949,chromosome 3 open reading frame 65,IGF2BP2-AS1,C3orf65,"Homo sapiens chromosome 3 open reading frame 65 (C3orf65), long non-coding RNA [NR_027317]",NR_027317,646600.0
28180,A_23_P31218,chromosome 7 open reading frame 13,LINC01006,C7orf13,"Homo sapiens chromosome 7 open reading frame 13 (C7orf13), long non-coding RNA [NR_026865]",NR_026865,129790.0
34077,A_33_P3226710,chromosome 7 open reading frame 13,LINC01006,C7orf13,"Homo sapiens chromosome 7 open reading frame 13 (C7orf13), long non-coding RNA [NR_026865]",NR_026865,129790.0
28207,A_23_P393425,PAP associated domain containing 4,TENT2,PAPD4,"Homo sapiens PAP associated domain containing 4 (PAPD4), transcript variant 3, mRNA [NM_173797]",NM_173797,167153.0
28257,A_23_P88046,carbohydrate kinase domain containing,NAXD,CARKD,"Homo sapiens carbohydrate kinase domain containing (CARKD), transcript variant 1, mRNA [NM_018210]",NM_018210,55739.0
28275,A_23_P15669,chromosome 17 open reading frame 85,NCBP3,C17orf85,"Homo sapiens chromosome 17 open reading frame 85 (C17orf85), mRNA [NM_001114118]",NM_018553,55421.0
28285,A_33_P3265714,chromosome 2 open reading frame 61,STPG4,C2orf61,"Homo sapiens chromosome 2 open reading frame 61 (C2orf61), transcript variant 2, mRNA [NM_173649]",NM_173649,285051.0
28311,A_23_P308632,chromosome 19 open reading frame 26,CBARP,C19orf26,"Homo sapiens chromosome 19 open reading frame 26 (C19orf26), mRNA [NM_152769]",NM_152769,255057.0
28313,A_23_P163059,pecanex-like 4 (Drosophila),PCNX4,PCNXL4,"Homo sapiens pecanex-like 4 (Drosophila) (PCNXL4), mRNA [NM_022495]",NM_022495,64430.0
28392,A_33_P3618956,trace amine associated receptor 3 (gene/pseudogene),TAAR3P,TAAR3,"Homo sapiens trace amine associated receptor 3 (gene/pseudogene) (TAAR3), non-coding RNA [NR_028511]",NR_028511,9288.0
28398,A_23_P381203,KIAA0556,KATNIP,KIAA0556,"Homo sapiens KIAA0556 (KIAA0556), mRNA [NM_015202]",NM_015202,23247.0
34002,A_24_P401174,KIAA0556,KATNIP,KIAA0556,"Homo sapiens KIAA0556 (KIAA0556), mRNA [NM_015202]",NM_015202,23247.0
28431,A_32_P211418,PIH1 domain containing 3,DNAAF6,PIH1D3,"Homo sapiens PIH1 domain containing 3 (PIH1D3), transcript variant 2, mRNA [NM_173494]",NM_173494,139212.0
